repo,total_classes,cbo_mean,cbo_median,cbo_std,cbo_min,cbo_max,cbo_q1,cbo_q3,dit_mean,dit_median,dit_std,dit_min,dit_max,dit_q1,dit_q3,lcom_mean,lcom_median,lcom_std,lcom_min,lcom_max,lcom_q1,lcom_q3
gzu-liyujiang/AndroidPicker,239,5.435,3.0,6.867,0,39,1.0,7.5,1.644,1.0,1.265,1,6,1.0,2.0,51.715,0.0,331.965,0,4919,0.0,13.0
zouzg/mybatis-generator-gui,39,7.179,5.0,7.813,0,36,1.0,11.0,1.487,1.0,0.683,1,4,1.0,2.0,69.949,3.0,255.115,0,1536,0.0,12.5
527515025/springBoot,264,5.087,4.0,4.429,0,32,2.0,7.0,1.148,1.0,0.415,1,4,1.0,1.0,15.496,0.0,70.73,0,858,0.0,6.0
hongyangAndroid/AndroidAutoLayout,78,5.833,5.0,4.653,0,30,3.0,8.0,2.0,2.0,0.703,1,4,2.0,2.0,8.808,8.0,16.371,0,136,0.0,10.0
Meituan-Dianping/Leaf,40,3.475,1.5,4.249,0,14,0.0,6.0,1.425,1.0,1.035,1,4,1.0,1.0,11.25,0.0,35.059,0,170,0.0,1.5
Col-E/Recaf,1537,8.484,6.0,8.931,0,108,3.0,11.0,1.604,1.0,1.003,1,18,1.0,2.0,26.916,1.0,166.675,0,3403,0.0,6.0
apache/storm,4388,5.322,3.0,6.756,0,159,2.0,6.0,1.217,1.0,0.738,1,31,1.0,1.0,48.819,1.0,431.037,0,14644,0.0,5.0
yanzhenjie/AndPermission,168,3.994,3.0,3.666,0,27,2.0,5.0,1.167,1.0,0.374,1,2,1.0,1.0,7.488,0.0,35.262,0,358,0.0,1.0
raphw/byte-buddy,6150,6.147,4.0,8.082,0,159,2.0,8.0,1.616,1.0,1.983,1,43,1.0,1.0,14.866,0.0,288.636,0,19306,0.0,1.0
quartz-scheduler/quartz,502,5.576,3.0,6.291,0,49,2.0,8.0,1.442,1.0,0.831,1,7,1.0,2.0,119.367,1.0,763.879,0,13666,0.0,10.0
GrenderG/Toasty,16,4.062,3.0,4.187,1,18,2.0,4.0,1.062,1.0,0.25,1,2,1.0,1.0,56.625,0.0,213.871,0,858,0.0,0.25
apache/zeppelin,2107,5.731,3.0,7.25,0,68,2.0,7.0,1.257,1.0,0.66,1,8,1.0,1.0,43.072,1.0,343.547,0,12445,0.0,6.0
JesusFreke/smali,1152,6.018,4.0,8.344,0,123,2.0,7.0,1.667,1.0,1.249,1,26,1.0,2.0,15.016,1.0,85.699,0,1613,0.0,6.0
MuntashirAkon/AppManager,1569,7.925,5.0,9.156,0,104,2.0,10.0,1.477,1.0,0.751,1,5,1.0,2.0,73.743,1.0,1037.82,0,37950,0.0,10.0
NLPchina/ansj_seg,218,6.317,4.0,5.864,0,25,3.0,8.0,1.188,1.0,0.436,1,4,1.0,1.0,9.578,0.0,42.668,0,572,0.0,3.75
FongMi/TV,654,6.709,4.0,8.624,0,76,1.0,9.0,1.408,1.0,0.689,1,4,1.0,2.0,100.742,1.0,674.744,0,12252,0.0,16.0
jOOQ/jOOQ,3311,9.794,7.0,17.919,0,662,3.5,11.0,1.832,1.0,3.101,1,156,1.0,2.0,1671.133,3.0,41934.153,0,2297296,0.0,28.0
processing/processing,922,3.732,2.0,5.986,0,58,1.0,4.0,1.642,1.0,2.004,1,28,1.0,1.0,507.761,0.0,7175.113,0,199668,0.0,3.0
ximsfei/Android-skin-support,405,6.079,5.0,5.037,0,33,3.0,8.0,1.393,1.0,0.732,1,7,1.0,2.0,17.672,1.0,68.423,0,851,0.0,8.0
getActivity/XXPermissions,194,6.655,4.0,6.509,0,44,2.0,10.0,1.546,1.0,0.894,1,4,1.0,2.0,86.438,1.0,875.945,0,12084,0.0,21.0
traccar/traccar,1803,5.572,4.0,4.471,0,48,3.0,7.0,1.923,2.0,0.823,1,6,1.0,2.0,5.927,0.0,47.361,0,1228,0.0,1.0
wxiaoqi/Spring-Cloud-Platform,177,4.887,3.0,5.217,0,31,1.0,7.0,1.407,1.0,0.828,1,5,1.0,2.0,57.65,0.0,211.24,0,1484,0.0,9.0
ArthurHub/Android-Image-Cropper,40,7.725,4.0,9.419,0,44,1.0,9.5,1.375,1.0,0.54,1,3,1.0,2.0,70.375,0.0,236.734,0,1382,0.0,8.75
vinc3m1/RoundedImageView,15,8.4,9.0,6.434,0,21,3.0,11.0,1.8,2.0,0.775,1,3,1.0,2.0,107.467,0.0,273.825,0,838,0.0,2.0
pig-mesh/pig,380,6.911,5.0,6.323,0,38,2.0,9.0,1.311,1.0,0.584,1,5,1.0,2.0,5.326,0.0,53.618,0,1035,0.0,1.0
hazelcast/hazelcast,16788,7.927,5.0,15.286,0,399,2.0,10.0,1.757,1.0,4.75,1,580,1.0,2.0,44.826,1.0,426.029,0,24531,0.0,10.0
AsyncHttpClient/async-http-client,579,5.805,4.0,6.443,0,51,2.0,8.0,1.566,1.0,0.958,1,8,1.0,2.0,41.501,1.0,247.656,0,3403,0.0,6.0
vespa-engine/vespa,11455,6.042,4.0,7.228,0,169,2.0,8.0,1.616,1.0,1.505,1,67,1.0,2.0,37.921,1.0,302.353,0,14028,0.0,10.0
aa112901/remusic,845,5.187,3.0,6.427,0,62,1.0,7.0,1.453,1.0,0.808,1,7,1.0,2.0,41.646,0.0,345.672,0,6785,0.0,3.0
sshahine/JFoenix,425,6.92,4.0,6.939,0,39,2.0,10.0,1.624,1.0,0.961,1,12,1.0,2.0,22.085,1.0,88.532,0,1254,0.0,5.0
joelittlejohn/jsonschema2pojo,271,6.701,5.0,5.94,0,46,3.0,10.0,1.14,1.0,0.433,1,4,1.0,1.0,77.686,0.0,580.816,0,8506,0.0,3.0
wasabeef/richeditor-android,43,2.419,2.0,2.602,0,17,2.0,2.0,1.14,1.0,0.413,1,3,1.0,1.0,46.953,0.0,305.869,0,2006,0.0,0.0
amitshekhariitbhu/from-java-to-kotlin,2,0.5,0.5,0.707,0,1,0.25,0.75,1.0,1.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0
648540858/wvp-GB28181-pro,749,8.231,5.0,9.959,0,100,2.0,11.0,1.295,1.0,0.535,1,4,1.0,2.0,35.13,0.0,162.062,0,1953,0.0,4.0
koush/ion,289,4.578,3.0,6.131,0,66,1.0,6.0,1.46,1.0,1.465,1,23,1.0,2.0,23.599,0.0,205.83,0,3375,0.0,1.0
haifengl/smile,1334,5.539,5.0,5.05,0,62,2.0,7.75,1.363,1.0,0.958,1,16,1.0,1.0,103.718,1.0,1391.68,0,32877,0.0,15.0
lightbend/config,200,5.475,3.0,7.14,0,40,1.0,6.0,2.055,1.0,4.374,1,60,1.0,2.0,76.18,0.0,399.353,0,4868,0.0,8.0
ityouknow/spring-cloud-examples,60,3.833,4.0,1.076,2,6,3.0,4.0,1.017,1.0,0.129,1,2,1.0,1.0,0.467,0.0,2.103,0,15,0.0,0.0
gephi/gephi,2389,4.48,3.0,4.88,0,51,1.0,6.0,1.673,1.0,1.672,1,20,1.0,2.0,24.684,0.0,124.299,0,2651,0.0,10.0
logisim-evolution/logisim-evolution,1905,5.961,4.0,6.399,0,67,2.0,8.0,2.429,2.0,2.555,1,30,1.0,3.0,28.233,1.0,123.983,0,1912,0.0,10.0
DerekYRC/mini-spring,149,3.409,2.0,3.555,0,19,1.0,4.0,1.221,1.0,0.666,1,5,1.0,1.0,5.081,0.0,20.558,0,184,0.0,1.0
Javen205/IJPay,273,5.59,5.0,10.494,0,152,1.0,7.0,1.37,1.0,0.58,1,3,1.0,2.0,139.403,0.0,1332.614,0,16653,0.0,6.0
google/grafika,103,6.408,5.0,6.28,0,30,2.0,9.5,1.748,2.0,0.86,1,5,1.0,2.0,6.893,0.0,16.887,0,126,0.0,6.0
auth0/java-jwt,86,5.663,3.5,5.483,0,20,1.25,10.0,1.628,1.0,1.32,1,6,1.0,1.75,142.744,1.0,531.446,0,4355,0.0,25.0
nayuki/QR-Code-generator,19,3.947,3.0,3.659,0,11,1.0,5.0,1.421,1.0,1.261,1,5,1.0,1.0,19.579,1.0,26.29,0,91,0.0,36.0
ikew0ng/SwipeBackLayout,18,5.222,3.0,6.044,0,19,1.0,6.5,1.389,1.0,0.698,1,3,1.0,1.75,61.333,3.0,163.941,0,696,0.75,40.25
daimajia/NumberProgressBar,6,3.167,0.5,4.916,0,12,0.0,4.75,1.333,1.0,0.516,1,2,1.0,1.75,91.833,0.0,222.018,0,545,0.0,4.5
rengwuxian/MaterialEditText,26,5.654,2.0,10.587,0,34,1.25,2.0,1.308,1.0,0.471,1,2,1.0,2.0,742.846,0.0,2092.798,0,6425,0.0,3.0
LaurieWired/GhidraMCP,3,16.333,4.0,24.906,0,45,2.0,24.5,1.667,2.0,0.577,1,2,1.5,2.0,459.0,3.0,792.415,0,1374,1.5,688.5
Vedenin/useful-java-links,263,2.304,2.0,2.489,0,13,1.0,3.0,1.023,1.0,0.15,1,2,1.0,1.0,1.833,0.0,6.857,0,55,0.0,0.0
alipay/SoloPi,1170,4.623,2.0,6.675,0,84,1.0,5.0,1.206,1.0,0.65,1,7,1.0,1.0,13.136,0.0,70.342,0,1237,0.0,1.0
LandGrey/SpringBootVulExploit,14,3.429,3.0,2.954,0,11,2.0,4.0,1.0,1.0,0.0,1,1,1.0,1.0,3.571,0.0,7.449,0,20,0.0,0.0
singwhatiwanna/dynamic-load-apk,62,5.806,3.0,6.249,0,26,1.0,9.75,1.452,1.0,0.803,1,4,1.0,2.0,9.419,0.0,30.008,0,171,0.0,6.0
pedrovgs/EffectiveAndroidUI,73,4.438,3.0,4.649,0,20,1.0,7.0,1.342,1.0,0.628,1,3,1.0,2.0,11.616,1.0,27.728,0,145,0.0,8.0
graphhopper/graphhopper,1359,6.756,4.0,8.57,0,100,2.0,8.0,1.26,1.0,0.675,1,8,1.0,1.0,32.996,1.0,175.857,0,4184,0.0,6.0
rey5137/material,305,6.511,3.0,7.982,0,66,1.0,9.0,1.646,1.0,1.195,1,9,1.0,2.0,54.495,1.0,190.824,0,2373,0.0,18.0
google/physical-web,156,4.788,3.0,5.568,0,34,2.0,5.25,1.288,1.0,0.557,1,3,1.0,1.0,26.712,0.0,209.175,0,2585,0.0,3.0
obsidiandynamics/kafdrop,100,5.52,3.0,7.569,0,50,1.0,6.25,1.32,1.0,0.851,1,4,1.0,1.0,28.21,0.0,130.289,0,1009,0.0,3.0
vavr-io/vavr,698,8.206,5.0,10.538,0,157,2.0,10.0,1.254,1.0,0.874,1,10,1.0,1.0,1070.457,1.0,9125.91,0,204480,0.0,28.0
wyouflf/xUtils3,218,5.225,3.0,5.356,0,33,2.0,7.0,1.408,1.0,0.882,1,6,1.0,1.75,27.45,2.0,102.754,0,1246,0.0,12.5
robolectric/robolectric,3976,5.932,4.0,6.695,0,97,2.0,7.0,1.367,1.0,1.208,1,47,1.0,2.0,72.473,0.0,629.823,0,21690,0.0,6.0
btraceio/btrace,768,4.913,4.0,5.027,0,40,1.0,7.0,1.303,1.0,0.868,1,9,1.0,1.0,92.544,0.0,1538.703,0,41035,0.0,1.0
liyifeng1994/ssm,19,4.158,2.0,5.357,0,19,1.0,5.0,1.684,1.0,1.108,1,4,1.0,2.0,2.053,1.0,3.257,0,12,0.0,3.0
apache/hudi,4557,9.197,6.0,10.31,0,111,2.0,13.0,1.58,1.0,1.016,1,17,1.0,2.0,60.139,1.0,978.797,0,62251,0.0,10.0
springfox/springfox,1136,5.702,3.0,7.651,0,78,1.0,7.0,1.121,1.0,0.397,1,4,1.0,1.0,23.253,0.0,151.292,0,3321,0.0,6.0
prolificinteractive/material-calendarview,88,6.455,4.0,7.561,0,57,3.0,8.0,1.534,1.0,0.726,1,4,1.0,2.0,69.011,0.0,531.317,0,4964,0.0,1.0
google/google-java-format,165,5.727,4.0,10.125,0,116,1.0,7.0,1.424,1.0,0.864,1,6,1.0,1.0,66.8,1.0,361.971,0,3688,0.0,15.0
CeuiLiSA/Pixiv-Shaft,1035,4.798,3.0,5.837,0,69,2.0,5.0,1.45,1.0,1.114,1,6,1.0,1.0,25.04,0.0,253.763,0,6437,0.0,3.0
antoniolg/androidmvp,14,3.286,2.0,3.771,0,10,0.0,6.0,1.286,1.0,0.469,1,2,1.0,1.75,3.0,0.0,4.641,0,14,0.0,5.25
weibocom/motan,844,5.942,4.0,5.751,0,30,1.0,9.0,1.435,1.0,0.819,1,7,1.0,2.0,32.718,1.0,155.314,0,3132,0.0,10.0
WeiYe-Jing/datax-web,317,5.041,3.0,5.42,0,35,2.0,7.0,1.388,1.0,0.683,1,5,1.0,2.0,13.24,0.0,64.059,0,943,0.0,3.0
journeyapps/zxing-android-embedded,96,5.438,4.0,5.69,0,34,2.0,7.0,1.365,1.0,0.682,1,5,1.0,2.0,21.917,1.0,88.319,0,789,0.0,9.0
ZhongFuCheng3y/austin,348,6.23,5.0,5.075,0,33,3.0,8.0,1.124,1.0,0.378,1,4,1.0,1.0,1.451,0.0,5.117,0,55,0.0,1.0
lets-blade/blade,307,4.622,3.0,5.954,0,52,1.0,5.0,1.235,1.0,0.774,1,5,1.0,1.0,42.156,0.0,185.467,0,2211,0.0,6.0
amitshekhariitbhu/Fast-Android-Networking,575,3.219,2.0,4.596,0,53,1.0,3.0,1.25,1.0,1.126,1,18,1.0,1.0,13.769,1.0,100.482,0,1866,0.0,3.0
JSQLParser/JSqlParser,815,6.358,4.0,13.705,0,180,2.0,6.0,1.545,1.0,0.895,1,6,1.0,2.0,513.747,1.0,8223.244,0,229363,0.0,21.0
youtube/api-samples,42,6.405,7.0,4.412,0,16,1.0,9.75,1.0,1.0,0.0,1,1,1.0,1.0,4.381,0.0,9.848,0,48,0.0,3.0
ffay/lanproxy,63,4.238,3.0,3.888,0,17,1.0,6.0,1.19,1.0,0.503,1,4,1.0,1.0,8.206,0.0,27.17,0,197,0.0,4.0
Nightonke/BoomMenu,115,5.635,4.0,6.749,0,55,2.0,8.0,1.574,1.0,0.849,1,5,1.0,2.0,227.67,0.0,2078.288,0,22268,0.0,6.0
apache/hive,20363,6.9,4.0,12.7,0,850,2.0,8.0,1.413,1.0,1.172,1,47,1.0,2.0,94.117,1.0,2843.141,0,364231,0.0,6.0
yarolegovich/DiscreteScrollView,105,4.229,2.0,4.818,0,25,1.0,5.0,1.248,1.0,0.455,1,3,1.0,1.0,19.114,0.0,101.517,0,995,0.0,3.0
JakeWharton/DiskLruCache,12,3.25,2.5,2.989,0,10,1.0,5.25,1.333,1.0,0.778,1,3,1.0,1.0,11.0,3.0,25.591,0,91,0.0,7.0
dmytrodanylyk/circular-progress-button,39,3.974,2.0,4.374,0,22,2.0,6.0,1.282,1.0,0.51,1,3,1.0,1.5,25.333,0.0,131.913,0,824,0.0,1.0
TeamAmaze/AmazeFileManager,443,7.305,4.0,10.725,0,110,2.0,9.0,1.449,1.0,0.988,1,10,1.0,2.0,28.84,0.0,166.952,0,2622,0.0,6.0
jeequan/jeepay,550,8.853,7.0,7.504,0,34,2.0,13.0,1.784,2.0,0.863,1,4,1.0,2.0,4.291,0.0,28.894,0,626,0.0,1.0
k0shk0sh/FastHub,934,8.074,5.0,7.859,0,52,2.0,11.0,1.438,1.0,0.684,1,6,1.0,2.0,34.757,1.0,131.603,0,2510,0.0,17.5
Devlight/InfiniteCycleViewPager,41,5.049,3.0,6.484,0,34,1.0,7.0,1.634,2.0,0.888,1,6,1.0,2.0,102.537,0.0,513.513,0,3224,0.0,3.0
jpush/aurora-imui,342,4.807,2.5,7.042,0,64,1.0,6.0,1.529,1.0,1.436,1,21,1.0,2.0,50.269,0.0,407.501,0,6543,0.0,5.75
yanzhenjie/SwipeRecyclerView,275,4.847,3.0,5.246,0,35,1.0,8.0,1.389,1.0,0.836,1,6,1.0,1.0,26.942,0.0,115.439,0,1007,0.0,3.0
dromara/lamp-cloud,820,7.733,7.0,6.001,0,71,3.0,11.0,1.278,1.0,0.456,1,4,1.0,2.0,7.151,0.0,34.164,0,683,0.0,3.0
springside/springside4,315,3.165,2.0,3.38,0,19,1.0,4.0,1.276,1.0,0.804,1,6,1.0,1.0,24.784,1.0,109.011,0,1225,0.0,8.5
jagrosh/MusicBot,93,6.742,5.0,6.908,0,54,3.0,8.0,2.505,3.0,1.845,1,14,1.0,3.0,10.591,1.0,63.064,0,603,0.0,1.0
wasabeef/Blurry,14,5.143,3.5,4.538,0,14,2.0,8.0,1.0,1.0,0.0,1,1,1.0,1.0,0.643,0.0,1.598,0,6,0.0,0.75
JakeWharton/u2020,134,6.216,4.0,8.088,0,61,2.0,7.0,1.425,1.0,0.817,1,7,1.0,2.0,23.619,0.5,184.588,0,2118,0.0,4.0
crazycodeboy/react-native-splash-screen,12,3.417,2.5,2.968,0,11,1.75,4.25,1.25,1.0,0.452,1,2,1.0,1.25,2.0,0.5,2.697,0,8,0.0,3.0
Suwayomi/Suwayomi-Server,408,5.551,2.0,10.463,0,132,1.0,6.0,1.625,1.0,1.475,1,17,1.0,2.0,1509.539,1.0,21703.834,0,435705,0.0,36.0
hanks-zyh/HTextView,91,4.198,2.0,4.08,0,21,1.0,6.0,1.56,1.0,0.763,1,3,1.0,2.0,3.484,0.0,8.563,0,63,0.0,4.0
redis/lettuce,2025,6.31,4.0,8.409,0,142,2.0,8.0,1.393,1.0,0.947,1,20,1.0,2.0,166.445,0.0,3409.077,0,150426,0.0,10.0
JanusGraph/janusgraph,1896,7.016,4.0,10.04,0,131,2.0,9.0,1.443,1.0,0.843,1,11,1.0,2.0,43.9,1.0,663.485,0,28191,0.0,10.0
daimajia/AndroidImageSlider,63,4.063,2.0,7.08,0,41,1.0,4.0,1.571,1.0,0.777,1,6,1.0,2.0,59.095,1.0,361.21,0,2844,0.0,2.0
meefik/linuxdeploy,37,7.162,5.0,7.452,0,38,3.0,8.0,1.649,2.0,0.484,1,2,1.0,2.0,35.892,3.0,119.326,0,704,0.0,21.0
ElderDrivers/EdXposed,920,6.065,4.0,6.955,0,61,2.0,8.0,1.603,1.0,1.049,1,13,1.0,2.0,191.078,1.0,2193.772,0,45451,0.0,10.0
TommyLemon/Android-ZBLibrary,318,5.377,3.0,6.411,0,48,1.0,7.0,1.56,1.0,1.033,1,5,1.0,2.0,26.667,0.0,131.611,0,2113,0.0,6.0
hongyangAndroid/FlowLayout,34,4.324,3.0,3.812,0,16,2.0,6.75,1.412,1.0,0.557,1,3,1.0,2.0,5.0,0.0,16.008,0,69,0.0,1.0
amlcurran/ShowcaseView,65,5.385,5.0,5.592,0,36,2.0,6.0,1.4,1.0,0.68,1,4,1.0,2.0,17.815,0.0,118.875,0,960,0.0,3.0
baidu/uid-generator,25,2.88,1.0,3.383,0,10,0.0,6.0,1.28,1.0,0.737,1,4,1.0,1.0,11.72,1.0,21.199,0,91,0.0,17.0
knightliao/disconf,425,4.438,3.0,5.13,0,32,1.0,6.0,1.358,1.0,0.829,1,7,1.0,1.0,12.616,0.0,68.215,0,1205,0.0,3.0
nhaarman/ListViewAnimations,137,6.474,5.0,5.501,0,31,3.0,8.0,2.058,2.0,1.235,1,6,1.0,3.0,10.46,0.0,45.058,0,391,0.0,3.0
00-Evan/shattered-pixel-dungeon,2680,6.342,4.0,9.289,0,189,2.0,8.0,2.849,2.0,2.934,1,92,1.0,4.0,13.917,1.0,99.136,0,3238,0.0,6.0
danikula/AndroidVideoCache,77,4.831,3.0,4.892,0,18,1.0,7.0,1.494,1.0,0.661,1,4,1.0,2.0,14.325,1.0,34.245,0,219,0.0,11.0
emilsjolander/StickyListHeaders,43,4.814,3.0,6.95,0,41,1.5,4.5,1.395,1.0,0.66,1,3,1.0,2.0,3.977,0.0,15.53,0,100,0.0,1.0
wuhaoyu1990/MagicCamera,352,3.543,3.0,4.989,0,51,1.0,4.0,1.466,1.0,0.683,1,8,1.0,2.0,7.631,0.0,33.22,0,395,0.0,7.0
alibaba/jetcache,446,6.034,4.0,6.504,0,39,1.0,8.0,1.637,1.0,1.101,1,6,1.0,2.0,15.908,0.0,111.449,0,2212,0.0,3.0
sockeqwe/mosby,662,5.381,3.0,5.684,0,39,2.0,7.0,1.612,1.0,1.228,1,10,1.0,2.0,9.637,0.0,27.976,0,279,0.0,4.0
scribejava/scribejava,494,4.209,3.0,3.988,0,23,1.0,7.0,1.401,1.0,0.784,1,6,1.0,2.0,10.935,1.0,89.915,0,1910,0.0,4.0
alibaba/freeline,135,3.8,3.0,4.624,0,32,1.0,4.0,1.607,1.0,1.507,1,14,1.0,2.0,13.867,1.0,63.537,0,656,0.0,3.0
201206030/novel,202,4.416,2.0,5.519,0,46,1.0,6.0,1.069,1.0,0.338,1,4,1.0,1.0,20.485,0.0,67.182,0,700,0.0,2.75
KeepSafe/TapTargetView,39,4.513,2.0,7.071,0,40,1.0,5.0,1.154,1.0,0.432,1,3,1.0,1.0,49.897,0.0,246.55,0,1513,0.0,3.0
dm77/barcodescanner,73,5.288,2.0,6.264,0,24,1.0,8.0,1.644,1.0,0.856,1,5,1.0,2.0,11.822,0.0,32.826,0,165,0.0,1.0
Jasonchenlijian/FastBle,105,4.381,2.0,5.917,0,34,1.0,5.0,1.295,1.0,0.57,1,4,1.0,1.0,26.067,0.0,184.245,0,1867,0.0,3.0
motianhuo/wechat,635,5.235,3.0,7.265,0,75,1.0,7.0,1.25,1.0,0.707,1,6,1.0,1.0,15.454,0.0,96.532,0,1570,0.0,4.0
ddd-by-examples/library,123,6.789,5.0,5.611,0,29,3.0,9.0,1.041,1.0,0.297,1,4,1.0,1.0,5.431,0.0,23.41,0,231,0.0,1.0
facebookarchive/rebound,87,4.379,2.0,5.631,0,30,1.0,5.0,1.322,1.0,0.581,1,3,1.0,2.0,34.931,0.0,238.104,0,2204,0.0,3.5
socketio/socket.io-client-java,229,1.921,1.0,2.799,0,22,0.0,2.0,1.096,1.0,0.418,1,4,1.0,1.0,4.253,0.0,34.096,0,372,0.0,0.0
apache/hbase,11526,8.171,5.0,10.89,0,410,2.0,11.0,1.497,1.0,1.595,1,116,1.0,2.0,69.446,1.0,871.406,0,35098,0.0,6.0
houbb/sensitive-word,225,3.04,2.0,3.597,0,40,1.0,4.0,1.173,1.0,0.483,1,4,1.0,1.0,20.791,0.0,153.851,0,1486,0.0,1.0
strimzi/strimzi-kafka-operator,1435,11.281,8.0,13.41,0,121,3.0,14.0,1.496,1.0,0.886,1,15,1.0,2.0,45.922,1.0,286.335,0,8882,0.0,15.0
mik3y/usb-serial-for-android,66,6.197,4.0,7.393,0,41,2.0,7.0,1.318,1.0,0.636,1,5,1.0,2.0,38.97,1.0,106.813,0,604,0.0,8.75
Evernote/android-job,189,6.995,4.0,6.055,0,27,2.0,11.0,1.767,1.0,2.349,1,30,1.0,2.0,32.005,1.0,135.395,0,1653,0.0,10.0
apache/groovy,2823,5.235,3.0,9.953,0,300,1.0,6.0,2.141,1.0,4.134,1,106,1.0,2.0,419.429,1.0,11807.417,0,602251,0.0,9.0
facebookarchive/shimmer-android,7,8.571,9.0,6.655,1,17,3.0,13.5,1.857,2.0,0.69,1,3,1.5,2.0,18.0,10.0,24.481,0,65,0.5,25.0
ikarus23/MifareClassicTool,33,11.091,9.0,10.366,0,39,1.0,17.0,2.273,3.0,0.911,1,3,1.0,3.0,106.03,3.0,397.907,0,2269,0.0,37.0
spring-projects/spring-data-examples,6637,2.621,2.0,1.613,0,20,2.0,3.0,1.009,1.0,0.119,1,4,1.0,1.0,0.466,0.0,2.292,0,120,0.0,1.0
jgilfelt/SystemBarTint,9,8.0,7.0,5.172,2,19,6.0,8.0,1.778,2.0,0.667,1,3,1.0,2.0,22.556,1.0,37.189,0,88,0.0,29.0
commonsguy/cw-omnibus,1944,5.268,4.0,4.953,0,49,2.0,7.0,1.685,2.0,0.831,1,10,1.0,2.0,20.076,0.0,131.696,0,3221,0.0,3.0
h6ah4i/android-advancedrecyclerview,395,6.605,4.0,7.13,0,44,2.0,8.0,2.408,2.0,2.212,1,25,1.0,3.0,32.023,0.0,194.659,0,3560,0.0,11.0
coobird/thumbnailator,223,4.063,2.0,4.851,0,43,1.0,6.0,1.238,1.0,0.712,1,7,1.0,1.0,93.552,0.0,853.303,0,12400,0.0,3.0
osmandapp/OsmAnd,6039,8.74,5.0,10.922,0,123,2.0,12.0,1.613,1.0,1.423,1,59,1.0,2.0,106.573,1.0,598.468,0,20966,0.0,22.0
XRecyclerView/XRecyclerView,166,3.91,2.0,4.847,0,38,1.0,6.0,1.422,1.0,0.605,1,4,1.0,2.0,9.042,0.0,63.091,0,770,0.0,1.0
mybatis/generator,644,7.809,5.0,7.745,0,66,3.0,11.0,1.96,2.0,1.054,1,7,1.0,3.0,88.085,3.0,450.662,0,6903,0.0,10.0
LFDT-web3j/web3j,1262,4.274,2.0,8.766,0,110,0.0,5.0,1.737,1.0,1.683,1,46,1.0,2.0,35.273,0.0,211.485,0,3321,0.0,3.0
google/google-authenticator,61,3.885,2.0,5.05,0,29,1.0,5.0,1.689,1.0,1.311,1,9,1.0,2.0,29.656,1.0,90.157,0,606,0.0,15.0
evant/gradle-retrolambda,25,4.6,3.0,3.606,0,9,1.0,8.0,1.04,1.0,0.2,1,2,1.0,1.0,2.16,0.0,9.008,0,45,0.0,0.0
CaffeineMC/sodium,665,6.129,4.0,6.945,0,79,2.0,8.0,1.439,1.0,2.348,1,56,1.0,1.0,13.582,1.0,62.564,0,1109,0.0,6.0
xxv/android-lifecycle,6,7.0,7.5,5.215,0,13,3.25,11.0,1.667,2.0,0.516,1,2,1.25,2.0,151.667,190.0,121.958,0,276,48.25,237.25
yixia/VitamioBundle,101,4.95,3.0,6.11,0,37,1.0,6.0,1.317,1.0,0.599,1,4,1.0,2.0,75.069,0.0,589.271,0,5881,0.0,6.0
zfdang/Android-Touch-Helper,55,4.127,3.0,5.171,0,30,2.0,4.0,1.182,1.0,0.389,1,2,1.0,1.0,1.945,0.0,8.445,0,53,0.0,0.0
alibaba/QLExpress,330,5.867,3.0,10.934,0,165,1.0,7.0,1.409,1.0,0.642,1,6,1.0,2.0,38.994,2.0,286.585,0,4579,0.0,10.0
cinit/QAuxiliary,518,7.651,5.0,7.883,0,58,2.0,10.75,1.324,1.0,0.566,1,5,1.0,2.0,42.28,1.0,255.704,0,3977,0.0,15.0
lingochamp/okdownload,343,6.443,4.0,6.847,0,37,1.0,10.0,1.265,1.0,0.778,1,6,1.0,1.0,35.259,0.0,204.234,0,2970,0.0,6.5
thinkaurelius/titan,1594,5.864,3.0,8.653,0,109,2.0,6.0,1.37,1.0,0.806,1,7,1.0,1.0,20.506,1.0,117.232,0,3309,0.0,6.0
Yalantis/Side-Menu.Android,18,3.889,2.0,5.201,0,20,1.0,3.0,1.222,1.0,0.428,1,2,1.0,1.0,4.111,0.0,10.476,0,44,0.0,3.0
razerdp/BasePopup,568,5.887,3.0,6.571,0,59,1.0,8.0,1.695,1.0,1.209,1,10,1.0,2.0,34.294,1.0,226.372,0,4095,0.0,6.0
Doikki/DKVideoPlayer,377,5.326,2.0,6.287,0,35,1.0,7.0,1.592,1.0,0.846,1,6,1.0,2.0,46.753,0.0,392.834,0,6720,0.0,8.0
liquibase/liquibase,1742,6.833,4.0,7.595,0,70,2.0,9.0,1.796,2.0,0.914,1,7,1.0,2.0,65.465,3.0,560.201,0,13252,0.0,13.0
lucasr/twoway-view,51,6.078,4.0,5.793,0,22,2.0,7.5,1.824,1.0,1.212,1,6,1.0,2.0,86.588,1.0,429.293,0,2936,0.0,4.0
GeyserMC/Geyser,1209,8.239,6.0,10.674,0,178,3.0,10.0,1.965,1.0,1.55,1,10,1.0,2.0,34.642,1.0,465.69,0,14876,0.0,7.0
huangyanbin/smartTable,364,5.126,2.0,7.641,0,54,1.0,5.25,1.19,1.0,0.457,1,4,1.0,1.0,25.929,0.0,203.92,0,3201,0.0,1.0
